 ,url,title,summary,claimant,verdict,party,topic,sub category,date_published,creator,publisher,license_type,copyright,verdict_simplified,date,claim,verdict_complete
6566184.0,https://www.abc.net.au/news/6566184,Fact check: Would paying people smugglers to turn back boats be illegal?,Greens leader Richard Di Natale says if the Abbott Government paid people smugglers to turn boats back to Indonesia it would have been a breach of domestic and international law.,Richard Di Natale,Checks Out,Greens,Immigration,,Tue Jul 07 09:25:01 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2015-07-07 09:25:01,Greens leader Richard Di Natale says if the Abbott Government paid people smugglers to turn boats back to Indonesia it would have been a breach of domestic and international law.,"Most legal experts told Fact Check that such payments would have likely breached both Australian and international law. Andreas Schloenhardt, from the University of Queensland, was not certain it was a breach, but did say such payments would ""contravene the spirit"" of international law. Senator Di Natale's claim checks out."
6573208.0,https://www.abc.net.au/news/6573208,Fact Check: Are millions of taxpayer dollars being wasted on poorly performing IVF clinics?,"A leading IVF expert claims secrecy around IVF clinic success rates is wasting millions of dollars worth of Medicare rebates, as poorly performing clinics take more cycles to have a baby.",Dr Richard Henshaw,More to the story,Industry,Health,,Fri Jun 26 12:57:52 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2015-06-26 12:57:52,,
6592510.0,https://www.abc.net.au/news/6592510,Fact check: Do nine in 10 Australians spend more than 90 minutes a day commuting?,Opposition Leader Bill Shorten claims nine out of 10 Australians spend more than 90 minutes a day commuting to work.,Bill Shorten,Wrong,Labor,Infrastructure,,Thu Jul 09 10:53:58 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2015-07-09 10:53:58,Opposition Leader Bill Shorten says nine out of 10 Australians spend more than 90 minutes a day commuting to work.,"While people living in the outer areas of Australian capital cities may spend more than 90 minutes commuting to work, the data shows that only around two in 10 people around the country face commutes of that length. Mr Shorten is wrong."
6609764.0,https://www.abc.net.au/news/6609764,Fact check: Does Australia spend more on offshore processing than the UN spends on refugee programs in South East Asia?,Director of the Human Rights Law Centre Daniel Webb claims Australia is currently spending more than five times the United Nations refugee agency's entire budget for all of South East Asia on offshore processing of asylum seekers.,Daniel Webb,Checks Out,Industry,Immigration,Human rights,Tue Jul 14 12:27:21 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2015-07-14 12:27:21,"Daniel Webb, director of the Human Rights Law Centre, says Australia is currently spending ""more than five times the United Nations refugee agency's entire budget for all of South East Asia"" on offshore processing of asylum seekers.","Although difficult to pinpoint a final figure, current spending for the 2014-15 financial year based on Senate estimates is comfortably over $1 billion, while the UN's budget for the South East Asia region is $US157 million in 2015. Mr Webb's claim checks out."
6616352.0,https://www.abc.net.au/news/6616352,Fact or fiction: A mother and father is better than same-sex parents,An argument often used by religious groups against legalising same-sex marriage is that it will have a negative impact on children's wellbeing.,,Fact or fiction?,,Social Issues,same-sex marriage,Fri Jul 24 10:06:58 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2015-07-24 10:06:58,,
6633168.0,https://www.abc.net.au/news/6633168,Fact check: Are staff working in detention centres protected by whistleblower laws if they speak out?,"Labor's Immigration spokesman Richard Marles claims whistleblower protection, which applies across the public service, also applies to workers at the Manus and Nauru detention centres.",Richard Marles,"Yes, but more to it",Labor,Immigration,Whistleblower,Mon Aug 03 10:06:51 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2015-08-03 10:06:51,"Labor's Richard Marles says whistleblower protection, which applies across the public service, also applies to workers at the Manus and Nauru detention centres. ","Whistleblower laws apply to workers in offshore detention centres who come across wrongdoing, but questions remain as to how well these laws protect those workers if they choose to speak to the media.  Mr Marles's claim is correct, but there's more to the story."
6650406.0,https://www.abc.net.au/news/6650406,Fact check: Do Australians pay less GST than people in other OECD nations?,"New South Wales Premier Mike Baird claims the average rate of GST across OECD nations is around 20 per cent, and Australia's GST is ""right down the bottom""",Mike Baird,Correct,Liberal,Economy,GST,Thu Jul 30 09:15:06 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2015-07-30 09:15:06,"New South Wales Premier Mike Baird says the average rate of GST across OECD nations is around 20 per cent, and Australia's GST is ""right down the bottom"". ","According to 2015 OECD data, the average rate of GST in OECD countries is 19.2 per cent. Only three OECD countries having lower GST tax rates than Australia. Overall Australia collects approximately 7.5 per cent of GDP from taxes on goods and services. The OECD average is 11 per cent. Mr Baird is correct."
6653214.0,https://www.abc.net.au/news/6653214,Fact check: Does the China Free Trade Agreement threaten Australian jobs?,"Unions claim the free trade agreement between Australia and China ""allows Chinese companies to bring in their own workforce for projects over $150 million and removes the requirement that jobs be offered to local workers first"".","Unions, ACTU",Checks out,Union,Employment,Free trade agreement,Wed Aug 12 18:11:42 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2015-08-12 18:11:42,"Unions say the China-Australia Free Trade Agreement ""allows Chinese companies to bring in their own workforce for projects over $150 million and removes the requirement that jobs be offered to local workers first"".","The agreement allows the Immigration Department to decide that jobs should be offered to local workers before it issues visas to overseas workers, but it does not require this to happen. The ACTU's claim checks out."
6659316.0,https://www.abc.net.au/news/6659316,Fact check: Is Australia the sunniest continent on Earth?,"The ALP has called for a massive increase in renewable energy by 2030, with Opposition Leader Bill Shorten claiming Australia has more solar coverage than any other continent.",Bill Shorten,Correct,Labor,Environment,Renewable energy,Mon Aug 10 10:12:24 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2015-08-10 10:12:24,Opposition Leader Bill Shorten says Australia has more solar coverage than any other continent.,"Experts say the data shows Africa and Australia have the same global horizontal radiation - one measure of solar coverage, and Australia has more direct normal irradiance - the other measure - than any other continent. Mr Shorten's claim Australia has more solar coverage than other continents checks out."
6660140.0,https://www.abc.net.au/news/6660140,Fact check: Is the proposed Shenhua Watermark coal mine located in the middle of Australia's best agricultural land?,Agriculture Minister Barnaby Joyce says the Shenhua Watermark coal mine on the Liverpool Plains in northern New South Wales will be located in the middle of Australia's best agricultural land. ,Barnaby Jorce,Close to the mark,National_Party,Environment,Coal Mine,Wed Aug 26 08:48:49 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2015-08-26 08:48:49,"Barnaby Joyce says the Shenhua coal mine on the Liverpool Plains will be located in the middle of Australia's best agricultural land. He said: ""There might be other land that is as good, but there's none better.""","Mr Joyce is correct to say the mine will be located in the middle of the plains. Whilst experts say comparing different types of agricultural land is like comparing apples and oranges, they said that the land in the Liverpool Plains is among the best in Australia for broadacre agriculture. Mr Joyce's claim is close to the mark."
6668552.0,https://www.abc.net.au/news/6668552,Fact Check: Have electricity prices dropped $550 since the carbon tax was abolished?,"Treasurer Joe Hockey claims that Treasury documents show ""electricity prices have come down $550 per household as a result of us abolishing the carbon tax"".",Joe Hockey,Wrong,Liberal,Economy,Carbon Tax,Mon Aug 17 10:09:09 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2015-08-17 10:09:09,"Treasurer Joe Hockey says that Treasury documents show ""that electricity prices have come down $550 per household as a result of us abolishing the carbon tax"". ","The documents, dated up to February 2015, contain predictions that household savings - not electricity savings - will be $550 over 2014-15. The ACCC's most recent estimates for annual savings on electricity bills - which are based on the actual savings passed on by companies to consumers - range between $100 and $200 depending on which state or territory the household is located. Mr Hockey's claim is wrong."
6691026.0,https://www.abc.net.au/news/6691026,Fact check: Does Australia have one of the 'highest loss of species anywhere in the world'?,"Greens leader Richard Di Natale says it is important that endangered species be considered by the Federal Courts when approving coal mining projects, claiming Australia has ""one of the highest loss of species anywhere in the world"".",Richard Di Natale,Correct,Greens,Environment,Endangered species,Wed Aug 19 17:30:55 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2015-08-19 17:30:55,"Greens Leader Richard Di Natale says Australia has ""one of the highest loss of species anywhere in the world"".","When comparing places on the IUCN Red List, Australia is in the top five for extinction of animals and plant species, and the top 10 for endangered and threatened species. Senator Di Natale's claim is correct."
6711330.0,https://www.abc.net.au/news/6711330,Fact check: Why Tony Abbott's claims on emissions targets get mixed verdicts,Prime Minister Tony Abbott claims Australia’s per capita emissions target for 2030 are “the best in the developed world”.,Tony Abbott,"Incorrect, justified",Liberal,Environment,"Emissions, climate change",Tue Sep 01 08:25:39 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2015-09-01 08:25:39,,
6729232.0,https://www.abc.net.au/news/6729232,Fact check: Is there 'no or very little' link between alcohol advertising and underage drinking?,"Amid concerns that children are exposed to thousands of alcohol advertisements during sport broadcasts, the Brewers Association claims there is no link or very little link between alcohol advertising and alcohol misuse, including underage drinking.",Denita Wawn,Doesnt check out,Industry,Health,,Fri Oct 02 11:23:28 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2015-10-02 11:23:28,"The chief executive of the Brewers Association, Denita Wawn, says there is no or very little link between alcohol advertising and alcohol misuse, including underage drinking.","While more research about the relationship between alcohol advertising and drinking habits is needed, experts say the weight of evidence clearly shows a significant risk attached to advertising exposure and youth drinking. Mrs Wawn's claim there is no or very little causation between alcohol advertising and alcohol misuse, including underage drinking, doesn't check out."
6738284.0,https://www.abc.net.au/news/6738284,Fact check: Is it a crime to attack a royal commissioner?,Prime Minister Tony Abbott has defended Dyson Heydon's integrity and warned Labor MPs that it is a criminal offence to criticise a royal commissioner.,Tony Abbott,Oversimplified,Liberal,Law and Order,legislation,Fri Sep 04 07:57:39 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2015-09-04 07:57:39,Tony Abbott says it is a criminal offence to attack a royal commissioner.,"There is a criminal offence for ""insulting"" a royal commissioner but experts say the provision is likely to be unconstitutional because it impinges on the right to comment on political matters. Mr Abbott's claim is oversimplified."
6765386.0,https://www.abc.net.au/news/6765386,Fact check: Is it illegal for Australia to bomb Islamic State in Syria?,"Independent federal MP Andrew Wilkie claims ""it is illegal for Australia to bomb in Syria"" because governments can't bomb a sovereign state which poses no threat to other countries.",Andrew Wilkie,Doubtful,Independent,Foreign Affairs,Defence,Fri Sep 18 06:34:50 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2015-09-18 06:34:50,"Independent federal MP Andrew Wilkie says that ""it is illegal for Australia to bomb in Syria"" because governments can't bomb a sovereign state which poses no threat to other countries.",Experts say the UN Charter has been interpreted as only allowing states to attack other states but international law is evolving towards permitting attacks against non-states and it is not possible to say the action is legal or illegal. Mr Wilkie's claim is doubtful.
6783082.0,https://www.abc.net.au/news/6783082,"Fact check: Do big companies run by a Peter, a Michael, a David or an Andrew outnumber those run by women four to one?","Sex Discrimination Commissioner Elizabeth Broderick said: ""There are fewer big Australian companies that are run by women than by men named Peter."" ",Elizabeth Broderick,Close to the mark,Industry,Gender,Equality,Fri Oct 09 07:00:59 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2015-10-09 07:00:59,"Sex Discrimination Commissioner Elizabeth Broderick says fewer big Australian companies are run by women than by men named Peter and companies run by men named Peter, Michael, David or Andrew outnumber those run by women four to one.","When Ms Broderick made her claim, there were 11 companies in the S&P/ASX 200 index with a female chief executive and 14 with a man named Peter. Forty-nine companies had a chief executive named Peter, Michael, David or Andrew, outnumbering those with a woman by four to one. When the chairmen are added, there were 23 companies with a woman in one of the top two jobs and 29 with a man named Peter. Seventy-six companies had a man named Peter, Michael, David or Andrew in one of the top two jobs, outnumbering those with a woman by three to one. Ms Broderick's claim is close to the mark."
6786074.0,https://www.abc.net.au/news/6786074,Fact check: Will Australia's refugee intake in 2015-16 be the highest since WWII?,"The Government has responded to the unfolding humanitarian crisis in the Middle East by announcing Australia will take an additional 12,000 refugees fleeing Syria and Iraq in 2015-16, which Foreign Minister Julie Bishop claims amounts to the single largest refugee intake since World War II.",Julie Bishop,Correct,Liberal,Immigration,Refugee,Tue Sep 29 07:08:09 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2015-09-29 07:08:09,"Foreign Minister Julie Bishop claims that Australia's refugee intake in 2015-16, as a result of taking 12,000 people from Syria and Iraq, will be the single largest since World War II.",Department of Immigration data shows that this year's intake will be Australia's largest since those sparked by World War II. Ms Bishop is correct.
6822324.0,https://www.abc.net.au/news/6822324,Fact check: Do many more people die by suicide than in road accidents?,Lifeline Australia chairman John Brogden claims Australia's road toll has decreased significantly to less than half the number of deaths by suicide.,John Brogden,In the ballpark,Industry,Health,"Suicide, mental health",Thu Oct 08 06:44:12 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2015-10-08 06:44:12,"Lifeline Australia chairman John Brogden recently called for suicide to be declared a national emergency, claiming Australia's road toll has decreased significantly to less than half the number of deaths by suicide, which he says have increased.","Mr Brogden can say that road deaths have declined sharply in the last decade and are half the number of suicides, but the data about the extent of the increase in suicides over the same period is unreliable. His claim is in the ballpark."
6822840.0,https://www.abc.net.au/news/6822840,Fact check: Do eight out of 10 taxpayers pay for Australia's social services bill?,"Treasurer Scott Morrison claims Australia has a spending problem, not a revenue problem. ",Scott Morrison,Misleading,Liberal,Economy,,Wed Oct 14 06:58:29 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2015-10-14 06:58:29,"Treasurer Scott Morrison says that there are ""eight in 10 income taxpayers required to go to work every day to pay for the $154 billion social services bill"".","In 2015, tax paid by fewer than the top five out of 10 income taxpayers is sufficient to fund Australia's social services bill. Furthermore, social services are paid from the consolidated revenue fund, which comprises all taxes raised by the Federal Government, with personal income tax providing just under half the total. Mr Morrison's claim is misleading."
6828470.0,https://www.abc.net.au/news/6828470,Fact check: How many students leave higher education with STEM qualifications?,"Opposition Leader Bill Shorten claims 16 per cent of Australian students graduate with STEM qualifications, a figure that is well below the completion rate for students in countries such as Singapore and China.",Bill Shorten,In the ballpark,Labor,Education,,Fri Oct 23 13:09:46 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2015-10-23 13:09:46,"Federal Opposition Leader Bill Shorten says Australia ranks poorly with comparable countries on collaboration between industry and universities in STEM fields, and that ""16 per cent of graduates in Australia finish with STEM qualifications; it's something like 51 or 52 per cent in Singapore and 45 per cent in China"".","Mr Shorten appears to have relied on data that is out of date when making the claims, but his claims about Australia's position on collaboration and graduation rates are broadly comparable with current data. Mr Shorten's claim is in the ballpark."
6846512.0,https://www.abc.net.au/news/6846512,Fact check: Does Uber need the law to change?,"The CEO of the Victorian Taxi Association, David Samuel, claims the arrival of Uber has left the established taxi industry the victim of an uneven playing field, with Uber not having to bear the costs that the rest of the industry faces.",David Samuel,More to the story,Industry,Infrastructure,"Legislation, Uber",Fri Oct 16 06:50:50 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2015-10-16 06:50:50,"CEO of the Victorian Taxi Association, David Samuel, says ""there is a set of rules in place and none of those rules inhibit Uber from providing the service they provide, they just don't want to bear the costs that we bear"".","Most uberX drivers in Victoria would be able qualify as hire car drivers within the existing legislation, but in practice the significant additional cost is likely to make the uberX business model unviable. Outside of that state, uberX drivers using non-luxury vehicles cannot qualify as hire car drivers even if they are willing to pay the higher charges. There is more to the story."
6847234.0,https://www.abc.net.au/news/6847234,Fact Check: Was the cost of cutting emissions 100 times greater under Labor?,Environment Minister Greg Hunt claims the Coalition's emissions reduction fund is around 1 per cent of the cost of reducing carbon under the former Labor government's carbon pricing scheme.,Greg Hunt,Untenable,Liberal,Environment,,Wed Oct 28 06:55:37 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2015-10-28 06:55:37,"Environment Minister Greg Hunt says the Coalition's emissions reduction fund, at $13.95 per tonne of carbon, is around 1 per cent of the cost of reducing carbon under the former Labor government's carbon pricing scheme, which he says cost $1,300 a tonne.","Experts told Fact Check that government revenue raised by the carbon price did not represent the cost of that method of reducing emissions and that comparing the carbon price, which raised government revenue, with the ERF, which is a government expense, didn't make sense because the money raised from the carbon price was distributed back into the economy. Mr Hunt's comparison of the two schemes is untenable."
6856576.0,https://www.abc.net.au/news/6856576,Fact check: If diabetes were a country how big would it be?,"Federal Assistant Minister for Health Ken Wyatt claims diabetes is a growing global issue. Mr Wyatt said ""if diabetes was a country it would be the fifth largest country in the world"".",Ken Wyatt,Justified,Liberal,Health,Diabetes,Mon Oct 19 14:11:43 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2015-10-19 14:11:43,"Federal Assistant Health Minister Ken Wyatt says that ""if diabetes was a country it would be the fifth largest country in the world"".","The International Diabetes Federation says there are 208 million people with diagnosed diabetes in the world, which is the size of Brazil, the fifth largest country. However, looking at all people living with diabetes, including those who haven't been diagnosed, would make diabetes the third largest country in the world behind China and India. Mr Wyatt's claim is justified."
6860888.0,https://www.abc.net.au/news/6860888,Fact check: Christopher Pyne's claims on private schools and religion get mixed verdicts,"Minister for Industry, Innovation and Science, Christopher Pyne claims Australia has the highest proportion of non-government schools in the OECD, and almost all of them are religious.",Christopher Pyne,No and Yes,Liberal,Education,"Religion, extremism",Thu Nov 05 07:00:06 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2015-11-05 07:00:06,"Cabinet minister Christopher Pyne says Australia has the highest proportion of non-government schools in the OECD, and almost all of those schools are religious.","OECD data indicates Australia ranks fourth in the OECD for its proportions of students attending primary and lower secondary schools, and fifth for upper secondary schools. Data from the ABS and the Independent Schools Council of Australia suggest 94 per cent of Australian private schools are religious. No, Australia does not have the highest proportion of non-government schools in the OECD, but yes, almost all of those schools are religious."
6869648.0,https://www.abc.net.au/news/6869648,Fact check: Is Nauru virtually a failed state?,"Independent federal MP Andrew Wilkie claims the ""Republic of Nauru is virtually a failed state"".",Andrew Wilkie,Exaggerated,Independent,Immigration,"International Politics, asylum seekers",Fri Oct 30 06:54:33 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2015-10-30 06:54:33,"Independent federal MP Andrew Wilkie says that the ""Republic of Nauru is virtually a failed state"".","Whilst there are serious concerns about the sustainability of Nauru's economic growth and the commitment of the government to human rights protections and the rule of law, it is clear that Nauru does have a government that is in control and its economy is functioning. Mr Wilkie's claim is exaggerated."
6895234.0,https://www.abc.net.au/news/6895234,Fact check: Comparing Labor and the Coalition's records on foreign aid,Opposition foreign affairs spokeswoman Tanya Plibersek announced Labor would restore $40 million to Australia's aid budget if re-elected and denies Labor also cut the aid budget when in government.,Tanya Plibersek,Overblown,Labor,Foreign Affairs,"International Politics, foreign aid",Thu Nov 12 15:19:12 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2015-11-12 15:19:12,"Opposition foreign affairs spokeswoman Tanya Plibersek says that Labor doubled the foreign aid budget when it was in government, and that ""this Government has cut $11.3 billion, it's now about 22 cents in every $100 we spend, it's going down to 17 cents"".","While Labor did substantially increase foreign aid spending during six years of government, it was by 80 per cent, not 100 per cent, or double. The Coalition's actual cuts, where foreign aid spending has fallen below the level Labor funded, are around $1.1 billion to date. Australia's foreign aid will fall to 17 cents per $100, but not for nearly 10 years, assuming the current policy is maintained. Ms Plibersek's claim is overblown."
6907540.0,https://www.abc.net.au/news/6907540,Fact check: Are young Indigenous men more likely to end up in jail than university?,"Promising to set targets to close the gap between Indigenous and non-Indigenous people in the justice system, Opposition Leader Bill Shorten claims a young Aboriginal man of 18 is more likely to end up in jail than university.",Bill Shorten,Fair Call,Labor,Law and Order,"Legislation, Indigenous people, incarceration",Thu Dec 03 06:53:57 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2015-12-03 06:53:57,,
6923582.0,https://www.abc.net.au/news/6923582,Fact check: Was superannuation designed to get people off the pension?,"Assistant Treasurer Kelly O'Dwyer claims Australia's superannuation system ""was set up to be an alternative to the aged pension so that people didn't have to rely upon the aged pension or even the part pension"".",Kelly O'Dwyer,Ill-informed,Liberal,Economy,Superannuation,Wed Nov 18 06:50:41 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2015-11-18 06:50:41,"Assistant Treasurer Kelly O'Dwyer says that Australia's superannuation system ""was set up to be an alternative to the aged pension so that people didn't have to rely upon the aged pension or even the part pension"".","Key figures in the introduction of compulsory super in Australia say it was introduced for a number of reasons, including a desire to relieve pressure on the social security system as the population ages. But the governments of the day did not sell the policy as a way to get people off the pension and instead said that most people would still get at least a part pension. Ms O'Dwyer is ill-informed."
6925134.0,https://www.abc.net.au/news/6925134,Fact check: Comparing Australia's income tax take with other OECD countries,Treasurer Scott Morrison claims Australia relies more on income tax (personal and company) than any other country in the OECD except Denmark.,Scott Morrison,Not the full story,Liberal,Economy,OECD,Tue Nov 17 06:54:59 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2015-11-17 06:54:59,Scott Morrison claims that Australia relies more on income tax than any other OECD country except Denmark.,"OECD data shows that Australia does derive a higher proportion of its total tax from personal and corporate income tax than any other country except Denmark. But when all direct taxes, including social security contributions, are included, Australia's reliance on income tax is almost the same as the OECD average. Mr Morrison's claim is not the full story."
6938844.0,https://www.abc.net.au/news/6938844,Fact check: How do Australia's carbon emissions targets compare?,"Prime Minister Malcolm Turnbull claims the Government's emissions reduction target of 26 to 28 per cent of 2005 levels by 2030 are comparable to other ""similarly situated"" countries.",Malcolm Turnbull,Arguable,Liberal,Environment,Carbon emissions,Tue Dec 01 06:55:24 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2015-12-01 06:55:24,"Prime Minister Malcolm Turnbull says that Australia's carbon emissions reduction targets were comparable to ""similarly situated"" countries.","The published emissions reduction commitments show that Australia's targets are comparable to most other OECD countries, particularly our major trading partners. However, experts told Fact Check that comparing emissions reductions between countries was very subjective. Mr Turnbull's claim is arguable."
6952166.0,https://www.abc.net.au/news/6952166,Fact check: Do the Nationals represent Australia's poorest electorates?,Deputy Nationals Leader Barnaby Joyce claims his party's constituents are Australia's poorest.,Barnaby Jorce,Checks out,National_Party,Economy,,Thu Dec 10 06:59:20 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2015-12-10 06:59:20,,
6952190.0,https://www.abc.net.au/news/6952190,Fact check: Does Australia export cleaner coal than many other countries?,"Prime Minister Malcolm Turnbull claims Australia's coal is ""by and large"" cleaner than coal from other countries.",Malcolm Turnbull,Checks out,Liberal,Environment,Coal,Fri Nov 27 06:41:57 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2015-11-27 06:41:57,"Prime Minister Malcolm Turnbull says Australia exports ""by and large"" cleaner coal than other countries.","Experts say Australian export coal is of a higher quality on average compared with other countries, meaning less is needed to generate the same amount of energy. This leads to lower carbon emissions by weight compared with coal from other countries. Mr Turnbull's claim checks out."
6968620.0,https://www.abc.net.au/news/6968620,Fact check: Is Australia's emissions reduction target second only to Brazil's?,"Prime Minister Malcolm Turnbull claims Australia's emissions reduction target of 26 to 28 per cent of 2005 levels by 2030 is ""second only to the emission cuts offered by Brazil"" when measured on a per capita basis.",Malcolm Turnbull,Incorrect,Liberal,Environment,Emissions,Wed Dec 02 06:56:51 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2015-12-02 06:56:51,"Prime Minister Malcolm Turnbull says that Australia's emissions reduction target of 26 to 28 per cent of 2005 levels by 2030 is ""second only to the emission cuts offered by Brazil"" when measured on a per capita basis.","Australia's per capita reductions for 2030 will be 50 to 52 per cent lower than 2005 levels, which is smaller than the 53 per cent per capita reduction Brazil will make over the same time period, but the per capita cuts of Norway, at 57 per cent, and Switzerland, at 60 per cent, are even higher than both Brazil and Australia. Mr Turnbull is incorrect."
6977668.0,https://www.abc.net.au/news/6977668,Fact check: Is Australia's military contribution to the fight against Islamic State the second largest?,"Foreign Minister Julie Bishop claims Australia's contribution to the training mission in Iraq of 380 personnel is the second largest after the US, but there is more in the theatre than just training personnel.",Julie Bishop,Overstated,Liberal,Foreign Affairs,Defence,Tue Dec 22 06:59:15 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2015-12-22 06:59:15,,
7030538.0,https://www.abc.net.au/news/7030538,Fact Check: Are smart drum lines just a PR exercise?,"Humane Society International's Michael Kennedy, claims  a test of smart drums to protect swimmers from sharks in NSW is a PR exercise that will threaten other wildlife rather than make the beach safer.",Michael Kennedy,Overreach,Industry,Environment,Sharks,Wed Dec 23 06:43:12 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2015-12-23 06:43:12,,
7101798.0,https://www.abc.net.au/news/7101798,Fact check: Can a poker machine manufacturer use the TPP to challenge changes to gambling laws?,Independent Senator Nick Xenophon claims the proposed Trans-Pacific Partnership trade agreement could allow overseas poker machine manufacturers to successfully sue the Government for passing anti-gambling laws.,Nick Xonophon,Unlikely,Independent,Economy,"Gambling, TPP",Fri Feb 05 06:33:54 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-02-05 06:33:54,,
7114666.0,https://www.abc.net.au/news/7114666,Fact check: Do the world's 62 richest people hold the same wealth as the poorest 50 per cent?,Oxfam Australia CEO Helen Szoke claims the inequality gap between the rich and poor is widening faster than previously thought.,Helen Szoke,In the ballpark,Industry,Social Issues,"Inequality, wage gap",Wed Feb 03 07:00:52 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-02-03 07:00:52,,
7120278.0,https://www.abc.net.au/news/7120278,Fact check: Are 2.5 million Australians in poverty and are one quarter of them children?,"Labor Opposition Leader Bill Shorten claims millions of Australians, more than 600,000 of them kids, are living below the poverty line. But what do the numbers show?",Bill Shorten,Checks out,Labor,Social Issues,Poverty,Mon Feb 15 06:20:21 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2016-02-15 06:20:21,,
7132982.0,https://www.abc.net.au/news/7132982,"Fact check: Are 30,000 women and 100,000 men sleeping rough on the streets of Australia?",Former army chief and Australian of the Year David Morrison claims there are more Australians sleeping rough than there are soldiers in the Regular Army.,David Morrison,Wrong,Industry,Social Issues,Homeless housing,Thu Feb 11 06:55:51 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2016-02-11 06:55:51,,
7135894.0,https://www.abc.net.au/news/7135894,"Fact check: Were 301,000 jobs created in 2015?","Prime Minister Malcolm Turnbull claims the Coalition Government has created more than 300,000 new jobs in a single year.",Malcolm Turnbull,"Yes, but more to it",Liberal,Employment,,Thu Feb 18 07:07:42 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2016-02-18 07:07:42,,
