,id,username,fulltext,140_char_text,hashtags,url,domain,retweet_count,favorite_count,language,lat,lon,user_id,user_location,user_time_zone,user_follower_count,user_favorite_count,user_tweet_count,user_description,media,year,month,day,hour,minute,cards_pred,cards_pred_score,waterloo_cards_pred,waterloo_cards_score,date,cards_binary_pred
132930,1559607152200884224,DoYouReadyLets1,#Klimawandel 👇👇👇👇 https://t.co/ohbUZ3rdTR,#Klimawandel 👇👇👇👇 https://t.co/ohbUZ3rdTR,"[{'text': 'Klimawandel', 'indices': [0, 12]}]",,,0,0,und,,,1129520186145607680,,None,172,7491,5808,"Spontan und witzig, realistische Allrounderin mit Hirn und Humor 😎",https://pbs.twimg.com/media/FaTWcJxWQAAqr1R.jpg,2022,8,16,18,24,0_0,0.99980867,0,0.99968743,2022-08-16,0
248264,1557751648063291392,d754771,"@msjanebond007 Well we had phonecall from a 106yr old aussie this morning, can't post what she said, except C***a is to blame for a lot of things, fuel has been up and they're still having covid restrictions, climate change issues","@msjanebond007 Well we had phonecall from a 106yr old aussie this morning, can't post what she said, except C***a i… https://t.co/aSiu7VpOV2",[],https://twitter.com/i/web/status/1557751648063291392,twitter.com,0,0,en,,,933088589298241536,"Sydney, New South Wales",None,44,8811,9445,"Twiter is amazing tool shame my grandad isnt alive. He would of loved easy way to voice his thoughts facts, views and comments are my own. instanitygram d754771",,2022,8,11,15,31,0_0,0.99871105,0,0.99961555,2022-08-11,0
87482,1583899812629733377,MartinBrampton,@Tark4Real @C0RRECT1ON @markp1950 @MikeWel61647760 @BrknMan @JafSupO @GreyTash @weberj502 @johnson_wrjohn1 @IngersolRobert @Tom575935021 @CCross1776 @Shadowzerg @JLopean @KeillerDon @MingleDandy @Sasha67Oz @johnstretch @cjtjgeol @ttyEngland @WernerReinhard5 @Royalacresrod @MikeDel21893959 @JoAmsel @OffGridTech_net @Stephen90045069 @ClimateHiJinx @TWTThisIsNow @ExpandingArctic @BradSwan18 @LuboTalks @ocschwar @freddie07068768 @IanDJbrown2 @BlasphemousBan1 @ianbrow97534170 @mike_maric @JohnPisulaMBA @nick_advice @nellslad @LorraineAllans1 @2still_learning @TremmelSteve @rfeynmansBongos @JsharkJill @IanHugh07940666 @LofayPeter @Tcaddy5 @ClimateBrawl @GeraldKutney It is a lot easier to cope with using less energy from different sources than attempting to cope with climate change. Read the scientific evidence for details.,@Tark4Real @C0RRECT1ON @markp1950 @MikeWel61647760 @BrknMan @JafSupO @GreyTash @weberj502 @johnson_wrjohn1… https://t.co/QsFIfIHIic,[],https://twitter.com/i/web/status/1583899812629733377,twitter.com,0,1,en,,,48639042,"N Yorks, UK",None,668,24362,37289,Green Party Town Councillor Malton. My tweets are my personal views.,,2022,10,22,19,15,0_0,0.9997324,0,0.99977744,2022-10-22,0
79287,1547974325172518912,manohladargis,How One Senator Doomed the Democrats’ Climate Planhttps://t.co/JXPb1JpZhx https://t.co/tCX2hTA1dx,How One Senator Doomed the Democrats’ Climate Planhttps://t.co/JXPb1JpZhx https://t.co/tCX2hTA1dx,[],https://www.nytimes.com/2022/07/15/climate/manchin-climate-change-democrats.html?referringSource=articleShare,www.nytimes.com,0,0,en,,,286072523,Los Angeles,None,1849,1165,211,movie critic for The New York Times @nytimes.com,https://pbs.twimg.com/media/FXuCcbzUcAAjnZa.jpg,2022,7,15,16,0,0_0,0.999607,0,0.9991639,2022-07-15,0
73253,1536728788804984832,JamaalBowmanNY,"The emissions and energy consumption needed to mine cryptocurrency is a threat to any hope we have of staving off climate change. Some people have money to burn, and it’s burning up our planet.",The emissions and energy consumption needed to mine cryptocurrency is a threat to any hope we have of staving off c… https://t.co/gpFAj3NURs,[],https://twitter.com/i/web/status/1536728788804984832,twitter.com,37,172,en,,,1138076821533155328,"Yonkers, NY",None,65535,8782,8766,"Congressman for #NY16. Former middle school principal. Causing problems for the status quo. Fighting for jobs and education, not bombs and incarceration.",,2022,6,14,15,14,0_0,0.54132384,0,0.9999035,2022-06-14,0
163997,1556807727355203584,ebikesinternatl,A MUST Watch via @NotJustBikes #cargobikes #cycling #ebikes #bikelife #climatechange #urbanmobility #morecycling #decadeofthecargobike https://t.co/hUhnFeNRtX,A MUST Watch via @NotJustBikes #cargobikes #cycling #ebikes #bikelife #climatechange #urbanmobility #morecycling… https://t.co/xPXiPSHFty,"[{'text': 'cargobikes', 'indices': [31, 42]}, {'text': 'cycling', 'indices': [43, 51]}, {'text': 'ebikes', 'indices': [52, 59]}, {'text': 'bikelife', 'indices': [60, 69]}, {'text': 'climatechange', 'indices': [70, 84]}, {'text': 'urbanmobility', 'indices'",https://twitter.com/i/web/status/1556807727355203584,twitter.com,1,2,en,,,1209122899707224064,"Toronto, Ontario, Canada",None,1415,3621,1634,"Welcome to eBikes-International, an exciting new digital & print platform w/the latest eNews, eBikes, eProducts & eAdventures fueling the planet's eRevolution.",,2022,8,9,1,1,0_0,0.9997668,0,0.9999709,2022-08-09,0
42710,1549295963226898432,TypeForVictory,"Germany's backup coal looks like it'll also run into trouble, as the Rhine is so low they may not have a water supply for the power stations.The energy crisis is going to get worse before it gets better, and climate change is making it all much, much worse.","Germany's backup coal looks like it'll also run into trouble, as the Rhine is so low they may not have a water supp… https://t.co/6MXKjaMGOL",[],https://twitter.com/i/web/status/1549295963226898432,twitter.com,0,5,en,,,1131971431,"London, England",None,4553,65535,17752,"Equity Analyst, mostly venting about housing and infrastructure. Personal views and sarcasm.",,2022,7,19,7,31,0_0,0.9933083,0,0.9997851,2022-07-19,0
39283,1570302385624600578,simon39514994,@AnneMar27392679 @FatEmperor Au contraire. Private jets are a vital weapon in the fight against climate change https://t.co/enXWkb2GPi,@AnneMar27392679 @FatEmperor Au contraire. Private jets are a vital weapon in the fight against climate change https://t.co/enXWkb2GPi,[],,,1,4,en,,,1519283687963217922,Arras,None,6,28,1595,,https://pbs.twimg.com/media/FcrVo4lXEAI3EHo.jpg,2022,9,15,6,43,0_0,0.999629,0,0.9999484,2022-09-15,0
138874,1567692650559700995,UtahBreaking,Mysterious white mounds spark alarm after appearing across The Great Salt Lake: ‘We are concerned’ https://t.co/E1mxKsVvPP #utah,Mysterious white mounds spark alarm after appearing across The Great Salt Lake: ‘We are concerned’ https://t.co/E1mxKsVvPP #utah,"[{'text': 'utah', 'indices': [123, 128]}]",https://www.independent.co.uk/climate-change/news/great-salt-lake-utah-white-mounds-b2161779.html,www.independent.co.uk,2,3,en,,,453503655,"Salt Lake City, Utah",None,1468,22,46198,Breaking news and headlines from across Utah. Brought to you by @UtahIsAwesome,,2022,9,8,1,53,0_0,0.9997036,0,0.9999165,2022-09-08,0
104264,1597956146396073984,shankargallery,"The Richard Lazzara Daily  Puerto Rico Towns File RICO Suit Against Big Oil On Climate Change | Crooks and Liars https://t.co/iHkx6de8V9, see more https://t.co/TMepRZWgnR",The Richard Lazzara Daily  Puerto Rico Towns File RICO Suit Against Big Oil On Climate Change | Crooks and Liars… https://t.co/ekJ7FXZjm3,[],https://twitter.com/i/web/status/1597956146396073984,twitter.com,0,0,en,,,5972162,"Boulder,Colorado.USA.",None,6424,1981,65535,https://t.co/T6MdEZDVRahttps://t.co/4l1DEX1SW5,,2022,11,30,14,10,0_0,0.9990063,0,0.99055094,2022-11-30,0
197166,1580956336158040066,worthyo12,Tf is wrong with people 😂 this definitely helps climate change! 🤡 https://t.co/C8fqQSWmdC,Tf is wrong with people 😂 this definitely helps climate change! 🤡 https://t.co/C8fqQSWmdC,[],https://twitter.com/disclosetv/status/1580871986795843584,twitter.com,0,2,en,,,420795594,The Uniiverse,None,551,35253,25812,"Dream as if you'll live forever, live as if you'll die today.”		2022	10	14	16	18",,,,,,,0_0,0.99964917,0,0.999623,,0
29491,1579401264538202115,JacobsLadder_A,"Happy Utamaduni Day to every Kenyan. Culture is the reference point in which we reflect on our past, present and where we want to reach in the near future. Let's mitigate the effects of #ClimateChange to mould a future that honors our culture #UtamaduniDay #Kenya #GreenTeamAfrica https://t.co/NZ5vfCFUOu","Happy Utamaduni Day to every Kenyan. Culture is the reference point in which we reflect on our past, present and wh… https://t.co/wOdgpXw0Uv",[],https://twitter.com/i/web/status/1579401264538202115,twitter.com,0,2,en,,,1554688755218497537,"Nairobi, Kenya",None,33,5,72,"JLA, seeks to activate 30 Million jobs in the African Green Economy by 2033. We are a sustainable development hub that advances the agenda of youth.",,2022,10,10,9,19,0_0,0.9997869,0,0.99997044,2022-10-10,0
71988,1587461776051818496,dnlrz_,"@iMPACTPH2019 Parang more than decade na yung usapan tungkol sa climate change and yung effect nito satin pero siya, ayun parang natulog din sa mga panahon sa sobrang unaware niya.",@iMPACTPH2019 Parang more than decade na yung usapan tungkol sa climate change and yung effect nito satin pero siya… https://t.co/PPUVkGv7TT,[],https://twitter.com/i/web/status/1587461776051818496,twitter.com,0,0,tl,,,1486986371642593283,,None,3,1665,151,suffering inside,,2022,11,1,15,9,0_0,0.9996886,0,0.99996626,2022-11-01,0
83200,1595431174658457600,AwardedTenders,"On 2022-11-15 Department of Climate Change, Energy, the Environment and Water (FINANCIAL SERVICES BRANCH) engaged SIX DEGREES EXECUTIVE PTY LTD via Limited tender for... worth $27,418.6 AUD #auspol ☞ https://t.co/1a4XkWAgFl","On 2022-11-15 Department of Climate Change, Energy, the Environment and Water (FINANCIAL SERVICES BRANCH) engaged S… https://t.co/G1KmwOV5CB",[],https://twitter.com/i/web/status/1595431174658457600,twitter.com,0,0,en,,,1577840596537876481,Australia,None,52,0,7818,A #TwitterBot by https://t.co/vTqdxXF6Rj and @psithur that tweets recently Awarded Australian Government Tenders,,2022,11,23,14,56,0_0,0.999823,0,0.999959,2022-11-23,0
168338,1549010812672438272,DougAnd00292013,"Humanity faces ‘collective suicide’ over climate crisis, warns UN chief https://t.co/vqJXdu83e5","Humanity faces ‘collective suicide’ over climate crisis, warns UN chief https://t.co/vqJXdu83e5",[],https://www.theguardian.com/environment/2022/jul/18/humanity-faces-collective-suicide-over-climate-crisis-warns-un-chief?CMP=share_btn_tw,www.theguardian.com,0,0,en,,,1462497187695251457,,None,0,7,182,old fart,,2022,7,18,12,38,0_0,0.99950844,0,0.99996895,2022-07-18,0
135707,1595319750422573057,AGW_IS_A_HOAX,Claim: ‘Lake Effect Snow is Increasing Because of Global Warming’ https://t.co/FSENCbWb4c,Claim: ‘Lake Effect Snow is Increasing Because of Global Warming’ https://t.co/FSENCbWb4c,[],https://www.climatedepot.com/2022/11/18/claim-lake-effect-snow-is-increasing-because-of-global-warming/?utm_source=dlvr.it&utm_medium=twitter,www.climatedepot.com,0,0,en,,,240609104,,None,6045,0,38152,"AGW is a scam being used by the Elite to usher in a new tax to fund world government and further economically hobble their eternal enemy, the Middle Class.",,2022,11,23,7,34,0_0,0.99951696,0,0.9992678,2022-11-23,0
51283,1589661969774129153,westin_tom,"He is appealing to hardcore climate change Democrats, who will vote party line.  He is pissing off everyone else.  Idiot Savant! https://t.co/rVg1Qgect0","He is appealing to hardcore climate change Democrats, who will vote party line.  He is pissing off everyone else.… https://t.co/WS7au0xE1E",[],https://twitter.com/i/web/status/1589661969774129153,twitter.com,0,0,en,,,1572314731951579138,"Wrigleyville, IL",None,18,2351,3707,Pronouns:  We/TheFor - The Truth,,2022,11,7,16,52,0_0,0.88290685,0,0.99296093,2022-11-07,0
106181,1554221936162521088,OutriderFdn,Scientists agree that human activity is warming the #climate at a dangerous rate. We should trust them. Learn more about #climatechange in our Climate Science 101 primer: https://t.co/MXhZSOthDP,Scientists agree that human activity is warming the #climate at a dangerous rate. We should trust them. Learn more… https://t.co/TsNDj0F4pQ,"[{'text': 'climate', 'indices': [52, 60]}]",https://twitter.com/i/web/status/1554221936162521088,twitter.com,0,2,en,,,3937698854,"Madison, Wisconsin, USA",None,7808,4126,6238,Nonprofit media funder. We tell stories about climate change and nuclear weapons. Read our newsletter: https://t.co/350A6jbNNJ,,2022,8,1,21,46,0_0,0.9994569,0,0.9999588,2022-08-01,0
5587,1538170742642298881,EKU28EKU,"@JDersvenheisst @ConstantRudiger @tagesschau Ja, trotzdem ist es Sommer und warm. Das ist normal für den Sommer. Hat wie gesagt nichts mit dem Klimawandel zu tun.","@JDersvenheisst @ConstantRudiger @tagesschau Ja, trotzdem ist es Sommer und warm. Das ist normal für den Sommer. Ha… https://t.co/vMHe2fuhV9",[],https://twitter.com/i/web/status/1538170742642298881,twitter.com,0,0,de,,,1028692219,,None,64,1785,8127,MA bei P,,2022,6,18,14,44,0_0,0.99966913,0,0.99993724,2022-06-18,0
251281,1597645593601531904,great_thunberg,Climate Change is Driving Up Food Priceshttps://t.co/QkGmyWVIek,Climate Change is Driving Up Food Priceshttps://t.co/QkGmyWVIek,[],https://capitalandmain.com/climate-change-is-driving-up-food-prices,capitalandmain.com,1,2,en,,,1203501231282565120,The Planet,None,6801,55659,40084,"News/developments about climate change, environmental protection, Fridays for Future movement and #GretaThunberg. Please support #FridaysForFuture(fan-account)",,2022,11,29,17,36,0_0,0.99933493,0,0.9999629,2022-11-29,0
166891,1595006161174106112,Ulrich00165275,"@rahmstorf Und wenn Deutschland zahlt, ist der Klimawandel gestoppt? 😂","@rahmstorf Und wenn Deutschland zahlt, ist der Klimawandel gestoppt? 😂",[],,,0,0,de,,,1582001568274153472,,None,27,3899,3706,,,2022,11,22,10,47,0_0,0.99977463,0,0.999961,2022-11-22,0
221821,1558560607217098753,davidma68192114,"@RepMTG Climate scientists list top 100 contributors to climate change man made or not man made and their % of the Climate change, insure you have 90% or higher confidence level in your data.  Co2 is just 1 of 1000s of contributors and probably does not even make the top ten",@RepMTG Climate scientists list top 100 contributors to climate change man made or not man made and their % of the… https://t.co/xUgmk2rCL2,[],https://twitter.com/i/web/status/1558560607217098753,twitter.com,0,0,en,,,3434889203,,None,132,55874,11479,,,2022,8,13,21,6,2_3,0.98518544,1,0.99827254,2022-08-13,1
86540,1571118589595516931,HOPE4THE_FUTURE,"Australia should aim for net zero by 2040, new Climate Change Authority member says https://t.co/OCGwv5Vpcn","Australia should aim for net zero by 2040, new Climate Change Authority member says https://t.co/OCGwv5Vpcn",[],https://www.theguardian.com/environment/2022/sep/17/australia-should-aim-for-net-zero-by-2040-new-climate-change-authority-member-says,www.theguardian.com,0,0,en,,,2243449399,,None,3061,65535,65535,FreeSpeechForPeople @FSFP@representus #SupportUkraine #PublicED #UAWTeamsters https://t.co/SMqCQxyegh  #EndCitizensUnited  4UnclVets3Were @DAVHQ #Science,,2022,9,17,12,47,0_0,0.99972117,0,0.9999676,2022-09-17,0
183692,1544884117912711168,KamiHorton5,@Hondopprus @utah_lib Please note that the Supreme Court has been packed and stolen from the people. Theyre enacting the most unhinged judicial philosophy as to turn America into a Christian Fascist state from the 1800s.Women &amp;LGBTQ didnt invite them into our bedroomAnd the climate crisis is real.,@Hondopprus @utah_lib Please note that the Supreme Court has been packed and stolen from the people. Theyre enactin… https://t.co/FBz5ZDmq8j,[],https://twitter.com/i/web/status/1544884117912711168,twitter.com,0,0,en,,,1361365530385342465,,None,460,15829,22111,"Utah Democrat ""We all eat lies when our hearts are hungry""Let everything happen to you. Beauty and terror. Just keep going. No feeling is final.Rainer",,2022,7,7,3,20,0_0,0.9907947,0,0.9997439,2022-07-07,0
14307,1585961517333331973,CavanLoreto,"Well done to our students who participated excellently at the Cavan Crystal Hotel during the Comhairle na nOg AGM on Thursday 27th October. The students shared their ideas on a wide range of topics, including global warming and mental health. https://t.co/pQKsD6ViQN",Well done to our students who participated excellently at the Cavan Crystal Hotel during the Comhairle na nOg AGM o… https://t.co/xf0Wbeqnyg,[],https://twitter.com/i/web/status/1585961517333331973,twitter.com,0,2,en,,,225481718,"Drumkeen, Cavan, Ireland",None,988,114,1028,,,2022,10,28,11,47,0_0,0.99978065,0,0.99996394,2022-10-28,0
180268,1565375503212908544,RepMcEachin,"The landmark Inflation Reduction Act takes important steps to reduce the deficit, fight the climate crisis, &amp; manage health care costs. It will make a meaningful difference in the lives of Virginians &amp; Americans across our nation.","The landmark Inflation Reduction Act takes important steps to reduce the deficit, fight the climate crisis, &amp; manag… https://t.co/f8PAv6hs9N",[],https://twitter.com/i/web/status/1565375503212908544,twitter.com,0,3,en,,,816181091673448448,,None,14396,1982,6320,"Father, husband & Progressive Democrat. Proudly representing VA’s 4th Congressional District. Member of @EnergyCommerce, @NRDems, & @climatecrisis",,2022,9,1,16,26,0_0,0.9991286,0,0.9999631,2022-09-01,0
229346,1589061193381339138,DeirdreDrdr,@JoshKraushaar He should have thought of that when he voted for the climate change bill. They knifed him in the back on that one.,@JoshKraushaar He should have thought of that when he voted for the climate change bill. They knifed him in the back on that one.,[],,,0,0,en,,,2697144860,,None,462,65535,65535,"Christian, Conservative, values oriented, Dodger fan, animal lover.",,2022,11,6,1,4,0_0,0.9991503,0,0.99962664,2022-11-06,0
115596,1541704470157004801,mfnberlin,"""Nur mit einer reichhaltigen, natürlichen #Umwelt können wir den #Klimawandel besiegen"", erklärte Generaldirektor Johannes Vogel im ARD @mittagsmagazin: https://t.co/yUUQPOjzG8 🌍 Foto: Thomas Rosenthal 📸 #SolutionsForNature #COP15 #ForNature https://t.co/DiYtEn3QUw","""Nur mit einer reichhaltigen, natürlichen #Umwelt können wir den #Klimawandel besiegen"", erklärte Generaldirektor J… https://t.co/SmkRLUMH49","[{'text': 'Umwelt', 'indices': [42, 49]}, {'text': 'Klimawandel', 'indices': [65, 77]}]",https://twitter.com/i/web/status/1541704470157004801,twitter.com,2,10,de,,,47616261,"Berlin, Deutschland",None,13855,7905,7504,"Integrated research museum @LeibnizWGL. With fascination, commitment and curiosity for nature. 🌍 #mfnberlin 💡 Retweets ≠ Endorsement",,2022,6,28,8,46,0_0,0.9998116,0,0.9999685,2022-06-28,0
175469,1570455112111517696,Foozballwizard1,@theidiotsection @WhiteHouse There are certain problems the free market seems to be quite terrible at solving. Like Heath care or climate change. There’s certain issues where a drive for profits will not lead you to addressing the issue.,@theidiotsection @WhiteHouse There are certain problems the free market seems to be quite terrible at solving. Like… https://t.co/fsPwYoQkgI,[],https://twitter.com/i/web/status/1570455112111517696,twitter.com,0,0,en,,,1563959287801679875,,None,1,17,606,parody and irony pilled with legitimate gambling takes,,2022,9,15,16,50,0_0,0.99916786,0,0.99989027,2022-09-15,0
174473,1557643048158470149,vesuvianvomit,I just took action with @theactionnet: Sign the petition to President Biden: Declare a climate emergency. Take action here: https://t.co/usGq78mcFb,I just took action with @theactionnet: Sign the petition to President Biden: Declare a climate emergency. Take acti… https://t.co/bnJGCWSdQZ,[],https://twitter.com/i/web/status/1557643048158470149,twitter.com,0,2,en,,,353996805,"seasside heights, n.j. america",None,7842,462,36877,will follow back! cyber activist. I sign & link lotsa online petitions for worthy causes. the world can be a better place!!!(& some memes),,2022,8,11,8,20,0_0,0.9997985,0,0.99996966,2022-08-11,0
98250,1587554264829788160,SimonBrewer20,@JustStop_Oil Starts raining.....you lot stop....there's a shock.Getting chilly too.....global warming not quite affecting November in England eh ??,@JustStop_Oil Starts raining.....you lot stop....there's a shock.Getting chilly too.....global warming not quite a… https://t.co/vOvAHXUmUh,[],https://twitter.com/i/web/status/1587554264829788160,twitter.com,0,2,en,,,1016720335348097025,Garden of England,None,1176,5980,42737,"If you would do it to someone else, it will happen to you. Good or bad. You set your own standards.West ham, golf, cricket, beer will do for me.",,2022,11,1,21,16,0_0,0.8530858,0,0.98350215,2022-11-01,0
199582,1548261937716154369,EmmaJaneWallace,"The biggest &amp; most urgent threat to humanity &amp; fewer than 70 MPs attended Sir Patrick Vallance's Parliamentary briefing on #climatechange 😩 @uksciencechiefThanks to @Angus_Climate for securing this 🙌, @38degrees for raising awareness &amp; @CarolineLucas for hosting",The biggest &amp; most urgent threat to humanity &amp; fewer than 70 MPs attended Sir Patrick Vallance's Parliamentary brie… https://t.co/KtB8IrsaHq,[],https://twitter.com/i/web/status/1548261937716154369,twitter.com,5,9,en,,,29038457,"North Harrow, London",None,1040,6682,19733,Green 💚 'You don't need anybody to tell you who you are or what you are. You are what you are!' ~ John Lennon#UnityisStrength,,2022,7,16,11,3,0_0,0.9995363,0,0.99997115,2022-07-16,0
227987,1570471890908585984,scienceisstrat1,"Climate change was a major driver of Pakistan’s floods:“Total rainfall in Pakistan this August was more than triple the average during the past 30yrs. The 7,200 glaciers in Pakistan are also melting faster than in the past, largely as a result of greenhouse-gas emissions” (2/3) https://t.co/JMG8Hf5FhX",Climate change was a major driver of Pakistan’s floods:“Total rainfall in Pakistan this August was more than trip… https://t.co/v5d9T7phcd,[],https://twitter.com/i/web/status/1570471890908585984,twitter.com,0,3,en,,,1375106962300489728,,None,4920,673,1611,"Science is our best weapon against Covid-19, climate change, cancer, neurodegenerative diseases, diabetes and more.",,2022,9,15,17,57,0_0,0.99912226,0,0.99993473,2022-09-15,0
131217,1540962342279663616,PouTepou,@liamvincent26 Wait until you hear his shit takes on Climate Change 👀,@liamvincent26 Wait until you hear his shit takes on Climate Change 👀,[],,,0,4,en,-36.595729,174.8562435,1648631166,,None,7080,796,61999,One of many proud socialist standing together and Award winning BBQ guy   My tweets reflect my personal views only .,,2022,6,26,7,37,0_0,0.9997766,0,0.99980205,2022-06-26,0
134303,1577691057797693443,AdvanceEsg,Needed is collaboration between countries in sharing and developing new technology https://t.co/L6KSJNGwzA #ESG #investing #sustainability #climatechange #csr #finance #impactinvesting #sustainablefinance #SRI #tech #climate #SDG @AlexandriaESG @futureguru @impinvinstitute https://t.co/kMohK9EnKW,Needed is collaboration between countries in sharing and developing new technology https://t.co/L6KSJNGwzA #ESG… https://t.co/YNBr3gwSNg,"[{'text': 'ESG', 'indices': [107, 111]}]",https://www.reuters.com/business/environment/global-climate-goals-threatened-by-lack-clean-tech-collaboration-iea-2022-09-19/,www.reuters.com,4,1,en,,,1186693129522548736,,None,3260,4125,3024,Non-profit working to make corporations environmentally and socially responsible. #ESG #CSR #SRI #DEI #sustainability #Corpgov Join today! RT≠endorsement,,2022,10,5,16,3,0_0,0.99978256,0,0.99997145,2022-10-05,0
189959,1554131973433659393,scottc_scottc,VP Kamala Harris to announce climate change grant money during Miami stop - CBS Miami https://t.co/44sRMPU26P,VP Kamala Harris to announce climate change grant money during Miami stop - CBS Miami https://t.co/44sRMPU26P,[],https://www.cbsnews.com/miami/news/kamala-harris-grant-money-extreme-heat-flooding-climate-change/,www.cbsnews.com,0,0,en,,,436344781,United States,None,613,65535,65535,9/11 Responder/Advocate•Denise is my love•Covid is for real 🦠 and vaccinated + booster•dad•Unity Service Recovery🔺•Trump /G💩P/MAGAts can all go fuck off!,,2022,8,1,15,48,0_0,0.9998194,0,0.99995667,2022-08-01,0
261702,1593618325350883330,BillyTheLamb2,@HolyFukcmedead Global warming maybe.,@HolyFukcmedead Global warming maybe.,[],,,0,0,en,,,1352539748171214853,,None,2,405,628,,,2022,11,18,14,53,0_0,0.99964184,0,0.9995523,2022-11-18,0
246536,1538913116192391168,Pnar32362814,@SaveKuzeyali Kuzey needs our support#Klimawandel #Gasversorgung #Kolumbien #ClaudiaRoth #AfDmachtDumm #NUPES #Weidel #Frankreich #Masken #Donner #Antisemitismus https://t.co/IJKyV0smlC,@SaveKuzeyali Kuzey needs our support#Klimawandel #Gasversorgung #Kolumbien #ClaudiaRoth #AfDmachtDumm #NUPES… https://t.co/LweJQBCxb4,"[{'text': 'Klimawandel', 'indices': [39, 51]}, {'text': 'Gasversorgung', 'indices': [52, 66]}, {'text': 'Kolumbien', 'indices': [67, 77]}, {'text': 'ClaudiaRoth', 'indices': [78, 90]}, {'text': 'AfDmachtDumm', 'indices': [91, 104]}, {'text': 'NUPES', 'ind",https://twitter.com/i/web/status/1538913116192391168,twitter.com,0,1,en,,,1346460860106072064,,None,250,5068,1471,,,2022,6,20,15,54,0_0,0.999816,0,0.9999678,2022-06-20,0
31755,1542625276714156033,Quizzlerian,Court Decision Leaves Biden With Few Tools to Combat Climate Change https://t.co/zmqvkKNvrr,Court Decision Leaves Biden With Few Tools to Combat Climate Change https://t.co/zmqvkKNvrr,[],https://nyti.ms/3QZ712P,nyti.ms,0,0,en,,,313949814,"Wisconsin, USA",None,259,65535,65535,"America the Beautiful is becoming America the Pitiful, the Unsustainable bec of minority of Hate-Filled Cretins we elect.  Tell Bob Dylan, It's Dark RIGHT NOW",,2022,6,30,21,45,0_0,0.99978215,0,0.99996614,2022-06-30,0
42582,1548369154532462594,RobotHenryEller,"@maddenifico @SenSchumer @Sen_JoeManchin Joe Manchin is a Koch-sucking *hore.Charles Koch is Giuseppe Mancini's pimp.Manchin doesn't represent West Virginia.Manchin represents Charles Koch.Read ""Democracy in Chains"" by @NancyMacLean5 https://t.co/YG37kTKLqrhttps://t.co/v0QS9XJxwY",@maddenifico @SenSchumer @Sen_JoeManchin Joe Manchin is a Koch-sucking *hore.Charles Koch is Giuseppe Mancini's pi… https://t.co/hKnhNaQAWQ,[],https://twitter.com/i/web/status/1548369154532462594,twitter.com,0,0,en,,,1351084321063448580,"TrumpWorld, looking for exit",None,120,614,9516,"Votes are democracy. If anyone's vote is stolen, your vote is stolen. Anti-democracy pols, donors, gain from stolen votes. Vote out anti-democracy candidates.",,2022,7,16,18,9,0_0,0.9994341,1,0.9013577,2022-07-16,0
202077,1576934824715046913,DevinNovember,@DrEliDavid Nuclear war good for global warming? Where do they find these people??,@DrEliDavid Nuclear war good for global warming? Where do they find these people??,[],,,0,0,en,,,1518695440568537089,,None,64,8487,2838,"Reclusiarch and former Sword Brother of the Black Templars. Hero of hive Helsreach, as if there was only one.",,2022,10,3,13,58,0_0,0.9975567,0,0.99021614,2022-10-03,0
65016,1563537920031485954,mpklang,Great meet-up &amp; exchange of ideas.We need to look at a strategic approach to address climate change &amp; floods &amp; engage young people on environmental protection. Should consider @JonathanLuke87 https://t.co/ya1vYGtcyW,Great meet-up &amp; exchange of ideas.We need to look at a strategic approach to address climate change &amp; floods &amp; enga… https://t.co/ASsBt41CKr,[],https://twitter.com/i/web/status/1563537920031485954,twitter.com,1,5,en,,,38383067,"Klang, Selangor, Malaysia",None,33578,631,30129,"Incumbent Member of Parliament for Klang (March 2008 - present), Malaysia. FB: @charlessantiago IG: @cs.charlessantiago TikTok: @charlessantiagoklang",,2022,8,27,14,44,0_0,0.99974,0,0.99997103,2022-08-27,0
80994,1567064545138450432,mauriezn,"@choptopmoseley Climate change by any other name is still climate change, fancy words or not. 🤭😌","@choptopmoseley Climate change by any other name is still climate change, fancy words or not. 🤭😌",[],,,0,2,en,,,846011253902446592,,None,1334,41840,46976,,,2022,9,6,8,17,0_0,0.9994655,0,0.99876726,2022-09-06,0
68891,1549081173837725697,Nachos711,@KanielaIng Or maybe just choppy conditions due to a wicked storm nearby?!?!? Because NASA already debunked your fantasy…https://t.co/BMkAEwHawW,@KanielaIng Or maybe just choppy conditions due to a wicked storm nearby?!?!? Because NASA already debunked your fa… https://t.co/SatBd4YHdS,[],https://twitter.com/i/web/status/1549081173837725697,twitter.com,0,0,en,,,21857230,Maryland,None,339,65535,37821,"It’s hilarious how terrified some people are of the truth. If you disagree, cool, let’s discuss. Blocking cuz of disagreement is cowardly. Don’t be cowardly.",,2022,7,18,17,18,0_0,0.910862,0,0.99845123,2022-07-18,0
